"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","9434","RIVER CITY MEDICAL CENTER SENIOR","","AMM23","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9436","DETEGOHEALTH","","62599","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9437","ADVENTIST HEALTH PHYSICIANS NETWORK","","MPM51","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9440","LONE STAR MEDICAL GROUP","","LNSTR","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9441","WELLSPACE NEXUS LLC","","NEXUS","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9442","HEALTHY VALLEY PROVIDER NETWORK","","HVPNI","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9443","AIDS HEALTHCARE FOUNDATION - RW","","95433","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9444","DCHP TEXAS MEDICAID","","38261","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9445","UNIFIED LIFE INSURANCE COMPANY","","RP064","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9447","SANSUM CLINIC","","SAN01","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9455","MOLINA OHIO MEDICAID VISION","","7316V","","Professional","","E, N/A","N/A, N/A","R","Yes","Yes","Yes","No","Yes","No","No","No","4320","OHMLNA","","","Commercial/HMO","",,"","Real Time","No",""
"No","9456","CHOICE PHYSICIANS NETWORK NIVANO PHYSICIANS","","CPNNP","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9466","DELTA DENTAL OF KENTUCKY","","CDKY1","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9467","KB MEDICAL PRACTICE PC/EMPIRE MEDICAL PRACTICE PC","","35463","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9469","CARECENTRIX BCBS MICHIGAN","","11349","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9470","ASSOCIATES IN FAMILY MEDICINE","","RP046","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9476","ALACURA MEDICAL TRANSPORTATION MANAGEMENT, LLC","","RP065","","Professional","","N/A, N/A","N/A, N/A","C","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9477","WELBEHEALTH","","WBHCA","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9478","PLAN MEDICO BELLA VISTA","","660524575","","Professional","","N/A, N/A","N/A, N/A","C","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9479","AMERIHEALTH CARITAS OHIO TRANSPORTATION","","42435","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9480","OCCH ORANGE COUNTY HEALTH SERVICES DEPT CORRECTION","","77125","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9481","OCRW ORANGE COUNTY HEALTH SERVICES RYAN WHITE PRGM","","69879","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9486","ORANGE COUNTY MEDICAL CLINIC","","DB497","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9487","CAREPLUS (ENCOUNTERS)","","95093","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9488","LIBERTY NATIONAL LIFE INSURANCE COMPANY","","65331","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9489","ACCESS IPA","","ACC01","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9492","FREEDOM CLAIMS MANAGEMENT INC","","67136","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9493","ANTHEM OHIO MEDICAID VISION","","V002937","","Professional","","E, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","OHBCBS","","","Commercial/HMO","",,"","Real Time","No",""
"No","9500","KERN HEALTH SYSTEMS","","77039","E:https://provider.kernfamilyhealthcare.com/v3app/publicservice/loginv1/login.aspx?bc=1215a844-d81f-4be0-ac1c-92dd137dd90c&serviceid=05411915-5bc6-4527-97a6-45b09eecbde3","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","KERN1","Commercial/HMO","",,"",,"","0.0045"
"No","9500","KERN FAMILY HEALTH CARE","","77039","E:https://provider.kernfamilyhealthcare.com/v3app/publicservice/loginv1/login.aspx?bc=1215a844-d81f-4be0-ac1c-92dd137dd90c&serviceid=05411915-5bc6-4527-97a6-45b09eecbde3","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","KERN1","Commercial/HMO","",,"",,"","0.0045"
"No","9504","COMMUNITY CARE PLAN (COMMERCIAL)","","59064","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9505","PROVIDENCE ADMINISTRATIVE SERVICES","","PAS01","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9506","KG ADMINISTRATIVE SERVICES","","KGA15","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9507","INTOTAL HEALTH","","35115","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","0.1",,"",,"",""
"No","9508","HUMANA LONG TERM CARE","","61115","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9509","HALCYON BEHAVIORAL HEALTH","","RP034","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9510","PIONEER PROVIDER NETWORK","","36411","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9512","MACNEAL HEALTH PROVIDERS","","36334","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9517","FRESNO PACE","","99660","","Institutional","","N/A, N/A","N/A, N/A"," ","No","No","No","No","No","No","No","No","4350","","","","","",,"",,"",""
"No","9518","PPN PIONEER HEALTHY FAMILIES","","PPNZZ","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"","0.0045"
"No","9518","PIONEER PROVIDER NETWORK HEALTHY FAMILIES","","PPNZZ","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"","0.0045"
"No","9518","PPN PIONEER MEDI-CAL","","PPNZZ","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"","0.0045"
"No","9519","INTEGRATED HEALTH PARTNERS (IHP)","","MPM26","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9520","MIDWEST HEALTH PARTNERS","","76079","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9521","PARTNERS HEALTH PLAN","","14966","E:https://php.healthsmart.com/login.aspx","Institutional","","N/A, P","N/A, N"," ","No","Yes","No","Yes","No","No","No","No","4350","","","PRTNR1","Commercial/HMO","",,"",,"",""
"No","9522","PENN BEHAVIORAL HEALTH","","53226","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9523","EXCLUSIVE CARE","","EC999","","Institutional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9523","EXCLUSIVE CARE - COUNTY OF RIVERSIDE","","EC999","","Institutional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9524","SUMMIT ADMINISTRATION SERVICES, INC.","","86083","E:https://secure.healthx.com/v3app/publicservice/loginv1/login.aspx?bc=99c3542d-aeb4-47ab-81af-dc22b58886d7&serviceid=5e9df9fe-4a69-40d0-9024-5ab7088294f4","Institutional","","N/A, P","N/A, N","C,R","No","Yes","Yes","Yes","No","No","No","No","4350","","","SMTAS1","Commercial/HMO","",,"",,"",""
"No","9525","NEW ERA EMPLOYEE WELFARE BENEFIT TRUST","","76031","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9526","WATTS HEALTHCARE CORPORATION","","MPM09","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"","0.0045"
"No","9527","HEALTHPLUS MANAGED LONG TERM CARE","","45302","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9528","KERN LEGACY HEALTH PLAN","","89890","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9529","EASY CHOICE HEALTH PLAN OF CA","","14163","","Institutional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9531","INTERACTIVE MEDICAL SYSTEMS","","87765","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9532","INTERACTIVE MEDICAL SYSTEMS TRIALCARD","","56155","","Institutional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9533","FLORIDA HOSPITAL VBR","","VB001","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9562","ATLANTIC MEDICAL","","22285","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9563","PRUITTHEALTH PREMIER","","PH001","E:https://planprovportal.align-360.com/ez-net60php/login.aspx","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","PRUIT1","Commercial/HMO","",,"",,"",""
"No","9567","SIGNATURE ADVANTAGE","","SA001","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","ST JUDE AFFILIATED PHYSICIANS","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","ST MARY HIGH DESERT","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","MISSION HERITAGE MEDICAL GROUP","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","ST JOSEPH HOSPITAL AFFILIATED","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","HIGH DESERT PRIMARY CARE\t","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","MISSION HOSPITAL AFFILIATED PHYSICIANS","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","INTERVALLEY","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","HDPC PREMIER HEALTHCARE","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","HOAG AFFILITATED PHYSICIANS","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","HDPC-PREMIERCARE(HIGH DESERT PRIMARY CARE PREM","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","ST JUDE HERITAGE MEDICAL GROUP","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9570","ST JOSEPH HERITAGE","","STJOE","","Institutional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9573","HUMBOLDT DEL NORTE INDEPENDENT PRACTICE ASSC","","94154","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","LAKESIDE MEDICAL GROUP (REGAL LAKESIDE)","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","LAKESIDE MEDICAL GROUP","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","WEST COVINA MEDICAL GROUP","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","EASTLAND MEDICAL GROUP","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","EASTLAND MEDICAL GROUP IPA","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","KEYSTONE HEALTH (LAKESIDE - GLENDALE, CA)","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","VERDUGO HILLS MEDICAL GROUP","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","GLENDALE MEMORIAL GROUP ","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9575","COMMUNITY MEDICAL GROUP OF THE WEST VALLEY ","","66125","","Institutional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","9576","CONIFER HEALTH SOLUTIONS","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","GREATER SAN GABRIEL","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","COMMUNITY FAMILY CARE AND CFC SAN FERNANDO VALLEY","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","PREMIER CARE OF NORTHERN CALIFORNIA","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","HUNTINGTON PARK MEDICAL GROUP","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","MABUHAY MEDICAL GROUP","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","EXCEPTIONAL CARE MEDICAL","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","FAMILY HEALTH ALLIANCE","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","GARDEN GROVE HOSPITAL","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","HUNTINGTON PARK MISSION","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","MID-CITIES IPA","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","CANOPY HEALTH","","CAPMN","E:http://www.capcms.com","Institutional","CA","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","CAP MANAGEMENT SYSTEMS","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
"No","9576","FREEMAN IPA","","CAPMN","E:http://www.capcms.com","Institutional","","N/A, P","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","CONHS1","Commercial/HMO","",,"",,"",""
